party,member,chamber,ticker,type,transaction_date,filing_date,owner,amount,lag_days
R,William Cassidy,Senate,CMI,S,2016-03-31,2016-05-02,Spouse,"$15,001 - $50,000",32
R,William Cassidy,Senate,CVX,S,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,CTL,S,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,CAT,S,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,AMT,S,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,T,S,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,YACKX,S,2016-03-29,2016-05-02,Spouse,"$1,001 - $15,000",34
R,William Cassidy,Senate,WMT,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,VFC,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,UTX,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,SO,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,QCOM,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,PG,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,PX,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,NVS,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,NSC,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,LOW,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,MSFT,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,JNJ,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,EMR,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,EV,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,DIS,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,CSCO,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,BLK,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,ABT,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
R,William Cassidy,Senate,AFL,P,2016-03-31,2016-05-02,Spouse,"$1,001 - $15,000",32
?,"David A Perdue , Jr",Senate,AAPL,P,2016-04-27,2016-04-29,Joint,"$1,001 - $15,000",2
?,"David A Perdue , Jr",Senate,AAPL,P,2016-04-26,2016-04-29,Joint,"$1,001 - $15,000",3
?,"David A Perdue , Jr",Senate,MPLX,P,2016-04-22,2016-04-29,Joint,"$1,001 - $15,000",7
?,"David A Perdue , Jr",Senate,LYV,P,2016-04-22,2016-04-29,Joint,"$1,001 - $15,000",7
?,"David A Perdue , Jr",Senate,PAA,P,2016-04-21,2016-04-29,Joint,"$1,001 - $15,000",8
?,"David A Perdue , Jr",Senate,DPM,P,2016-04-21,2016-04-29,Joint,"$1,001 - $15,000",8
?,"David A Perdue , Jr",Senate,TRGP,P,2016-04-20,2016-04-29,Joint,"$1,001 - $15,000",9
?,"David A Perdue , Jr",Senate,BAC,P,2016-04-18,2016-04-29,Joint,"$1,001 - $15,000",11
?,"David A Perdue , Jr",Senate,BAC,P,2016-04-15,2016-04-29,Joint,"$1,001 - $15,000",14
?,"David A Perdue , Jr",Senate,BAC,P,2016-04-14,2016-04-29,Joint,"$1,001 - $15,000",15
?,"David A Perdue , Jr",Senate,GM,P,2016-04-14,2016-04-29,Joint,"$1,001 - $15,000",15
?,"David A Perdue , Jr",Senate,EPD,S,2016-04-12,2016-04-29,Joint,"$15,001 - $50,000",17
?,"David A Perdue , Jr",Senate,AM,P,2016-04-11,2016-04-29,Joint,"$1,001 - $15,000",18
?,"David A Perdue , Jr",Senate,KO,S,2016-04-11,2016-04-29,Joint,"$15,001 - $50,000",18
?,"David A Perdue , Jr",Senate,ADT,S,2016-04-11,2016-04-29,Joint,"$15,001 - $50,000",18
?,"David A Perdue , Jr",Senate,BAC,P,2016-04-07,2016-04-29,Joint,"$1,001 - $15,000",22
?,"David A Perdue , Jr",Senate,ADT,S,2016-04-07,2016-04-29,Joint,"$1,001 - $15,000",22
?,"David A Perdue , Jr",Senate,ADT,S,2016-04-05,2016-04-29,Joint,"$15,001 - $50,000",24
?,"David A Perdue , Jr",Senate,AAN,S,2016-04-04,2016-04-29,Joint,"$1,001 - $15,000",25
?,"David A Perdue , Jr",Senate,KN,P,2016-03-31,2016-04-29,Joint,"$1,001 - $15,000",29
?,"David A Perdue , Jr",Senate,MMP,S,2016-03-30,2016-04-29,Joint,"$15,001 - $50,000",30
?,"David A Perdue , Jr",Senate,BAC,P,2016-03-30,2016-04-29,Joint,"$1,001 - $15,000",30
R,Pat Roberts,Senate,GM,S,2015-06-16,2016-04-28,Spouse,"$1,001 - $15,000",317
R,Pat Roberts,Senate,FB,P,2016-04-28,2016-04-28,Spouse,"$1,001 - $15,000",0
R,Pat Roberts,Senate,ZNGA,S,2016-04-20,2016-04-28,Spouse,"$1,001 - $15,000",8
R,James M Inhofe,Senate,SYF,P,2016-04-21,2016-04-26,Self,"$15,001 - $50,000",5
R,James M Inhofe,Senate,C,P,2016-04-13,2016-04-26,Self,"$50,001 - $100,000",13
R,James M Inhofe,Senate,RRC,S,2016-03-24,2016-04-26,Self,"$50,001 - $100,000",33
R,James M Inhofe,Senate,NFX,P,2016-03-24,2016-04-26,Self,"$50,001 - $100,000",33
R,Susan M Collins,Senate,SRCL,P,2016-03-09,2016-04-07,Spouse,"$15,001 - $50,000",29
R,Susan M Collins,Senate,RHT,P,2016-03-09,2016-04-07,Spouse,"$15,001 - $50,000",29
D,Thomas R Carper,Senate,SE,P,2016-03-31,2016-04-05,Spouse,"$1,001 - $15,000",5
D,Sheldon Whitehouse,Senate,NWL,P,2016-03-24,2016-04-04,Joint,"$1,001 - $15,000",11
D,Sheldon Whitehouse,Senate,FB,P,2016-03-24,2016-04-04,Joint,"$1,001 - $15,000",11
D,Sheldon Whitehouse,Senate,MET,P,2016-03-24,2016-04-04,Joint,"$1,001 - $15,000",11
D,Sheldon Whitehouse,Senate,V,S,2016-03-01,2016-04-04,Child,"$1,001 - $15,000",34
D,Sheldon Whitehouse,Senate,CVS,S,2016-03-01,2016-04-04,Child,"$1,001 - $15,000",34
D,Sheldon Whitehouse,Senate,HOT,P,2016-03-01,2016-04-04,Child,"$1,001 - $15,000",34
D,Sheldon Whitehouse,Senate,NWL,P,2016-03-01,2016-04-04,Child,"$1,001 - $15,000",34
D,Sheldon Whitehouse,Senate,HD,S,2016-03-24,2016-04-04,Self,"$1,001 - $15,000",11
D,Sheldon Whitehouse,Senate,CSCO,P,2016-03-24,2016-04-04,Self,"$1,001 - $15,000",11
D,Sheldon Whitehouse,Senate,LRCX,P,2016-03-24,2016-04-04,Self,"$1,001 - $15,000",11
R,Shelley M Capito,Senate,AAPL,P,2016-03-22,2016-04-04,Spouse,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,BAC,P,2016-03-28,2016-03-29,Joint,"$1,001 - $15,000",1
?,"David A Perdue , Jr",Senate,QCOM,P,2016-03-22,2016-03-29,Joint,"$1,001 - $15,000",7
?,"David A Perdue , Jr",Senate,HAL,S,2016-03-22,2016-03-29,Joint,"$15,001 - $50,000",7
?,"David A Perdue , Jr",Senate,MA,P,2016-03-22,2016-03-29,Joint,"$1,001 - $15,000",7
?,"David A Perdue , Jr",Senate,BAC,P,2016-03-21,2016-03-29,Joint,"$1,001 - $15,000",8
?,"David A Perdue , Jr",Senate,BAC,P,2016-03-18,2016-03-29,Joint,"$1,001 - $15,000",11
?,"David A Perdue , Jr",Senate,BAC,P,2016-03-15,2016-03-29,Joint,"$1,001 - $15,000",14
?,"David A Perdue , Jr",Senate,BAC,P,2016-03-14,2016-03-29,Joint,"$1,001 - $15,000",15
?,"David A Perdue , Jr",Senate,BAC,P,2016-03-11,2016-03-29,Joint,"$1,001 - $15,000",18
?,"David A Perdue , Jr",Senate,BAC,P,2016-03-10,2016-03-29,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,BAC,P,2016-03-08,2016-03-29,Joint,"$1,001 - $15,000",21
?,"David A Perdue , Jr",Senate,BAC,P,2016-03-07,2016-03-29,Joint,"$1,001 - $15,000",22
?,"David A Perdue , Jr",Senate,BAC,P,2016-03-04,2016-03-29,Joint,"$15,001 - $50,000",25
?,"David A Perdue , Jr",Senate,CAB,S,2016-03-03,2016-03-29,Joint,"$1,001 - $15,000",26
?,"David A Perdue , Jr",Senate,USG,P,2016-03-02,2016-03-29,Joint,"$1,001 - $15,000",27
?,"David A Perdue , Jr",Senate,CAB,S,2016-03-01,2016-03-29,Joint,"$1,001 - $15,000",28
R,Rafael E Cruz,Senate,GS,S,2016-02-25,2016-03-28,Joint,"$50,001 - $100,000",32
R,Rafael E Cruz,Senate,OKE,S,2016-02-25,2016-03-28,Joint,"$15,001 - $50,000",32
R,John Hoeven,Senate,IVZ,P,2016-03-07,2016-03-25,Self,"$50,001 - $100,000",18
R,John Hoeven,Senate,PRU,P,2016-03-07,2016-03-25,Self,"$50,001 - $100,000",18
R,John Hoeven,Senate,FB,P,2016-03-07,2016-03-25,Self,"$50,001 - $100,000",18
R,John Hoeven,Senate,GOOG,P,2016-03-07,2016-03-25,Self,"$15,001 - $50,000",18
R,James M Inhofe,Senate,CTSH,P,2016-03-11,2016-03-23,Self,"$50,001 - $100,000",12
R,James M Inhofe,Senate,SWN,S,2016-03-04,2016-03-23,Self,"$50,001 - $100,000",19
R,James M Inhofe,Senate,SYF,P,2016-02-24,2016-03-23,Self,"$50,001 - $100,000",28
D,John F Reed,Senate,NCR,S,2016-03-03,2016-03-14,Self,"$1,001 - $15,000",11
R,Michael  B Enzi,Senate,KEY,S,2016-02-10,2016-03-13,Self,"$1,001 - $15,000",32
D,John F Reed,Senate,FDX,P,2016-02-29,2016-03-10,Joint,"$1,001 - $15,000",10
R,Susan M Collins,Senate,EMC,S,2016-02-09,2016-03-04,Spouse,"$1,001 - $15,000",24
D,Thomas R Carper,Senate,ADT,S,2016-02-16,2016-03-04,Spouse,"$1,001 - $15,000",17
D,Thomas R Carper,Senate,ADT.F,S,2016-02-16,2016-03-03,Spouse,"$1,001 - $15,000",16
R,John Hoeven,Senate,ADP,P,2016-02-09,2016-03-02,Self,"$50,001 - $100,000",22
?,"David A Perdue , Jr",Senate,HYH,P,2016-02-29,2016-03-01,Joint,"$1,001 - $15,000",1
?,"David A Perdue , Jr",Senate,GM,P,2016-02-26,2016-03-01,Joint,"$1,001 - $15,000",4
?,"David A Perdue , Jr",Senate,WFC,P,2016-02-25,2016-03-01,Joint,"$15,001 - $50,000",5
?,"David A Perdue , Jr",Senate,MA,P,2016-02-25,2016-03-01,Joint,"$1,001 - $15,000",5
?,"David A Perdue , Jr",Senate,AXP,S,2016-02-25,2016-03-01,Joint,"$15,001 - $50,000",5
?,"David A Perdue , Jr",Senate,AAPL,P,2016-02-25,2016-03-01,Joint,"$1,001 - $15,000",5
?,"David A Perdue , Jr",Senate,ADT,S,2016-02-23,2016-03-01,Joint,"$1,001 - $15,000",7
?,"David A Perdue , Jr",Senate,WFM,P,2016-02-23,2016-03-01,Joint,"$1,001 - $15,000",7
?,"David A Perdue , Jr",Senate,AAPL,P,2016-02-23,2016-03-01,Joint,"$1,001 - $15,000",7
?,"David A Perdue , Jr",Senate,ETP,P,2016-02-22,2016-03-01,Joint,"$15,001 - $50,000",8
?,"David A Perdue , Jr",Senate,GE,S,2016-02-22,2016-03-01,Joint,"$15,001 - $50,000",8
?,"David A Perdue , Jr",Senate,ADT,S,2016-02-19,2016-03-01,Joint,"$1,001 - $15,000",11
?,"David A Perdue , Jr",Senate,GE,S,2016-02-19,2016-03-01,Joint,"$1,001 - $15,000",11
?,"David A Perdue , Jr",Senate,ADT,S,2016-02-18,2016-03-01,Joint,"$15,001 - $50,000",12
?,"David A Perdue , Jr",Senate,EPD,P,2016-02-17,2016-03-01,Joint,"$15,001 - $50,000",13
?,"David A Perdue , Jr",Senate,SYY,S,2016-02-17,2016-03-01,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,ADT,S,2016-02-17,2016-03-01,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,MOS,P,2016-02-17,2016-03-01,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,LYV,P,2016-02-17,2016-03-01,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,CHRW,S,2016-02-16,2016-03-01,Joint,"$1,001 - $15,000",14
?,"David A Perdue , Jr",Senate,AAPL,P,2016-02-16,2016-03-01,Joint,"$1,001 - $15,000",14
?,"David A Perdue , Jr",Senate,ADT,S,2016-02-16,2016-03-01,Joint,"$15,001 - $50,000",14
?,"David A Perdue , Jr",Senate,MSFT,S,2016-02-12,2016-03-01,Joint,"$1,001 - $15,000",18
?,"David A Perdue , Jr",Senate,KN,P,2016-02-12,2016-03-01,Joint,"$1,001 - $15,000",18
?,"David A Perdue , Jr",Senate,AAPL,P,2016-02-12,2016-03-01,Joint,"$1,001 - $15,000",18
?,"David A Perdue , Jr",Senate,GE,S,2016-02-12,2016-03-01,Joint,"$1,001 - $15,000",18
?,"David A Perdue , Jr",Senate,WFM,P,2016-02-11,2016-03-01,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,AAPL,P,2016-02-11,2016-03-01,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,PFE,S,2016-02-11,2016-03-01,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,MSFT,S,2016-02-11,2016-03-01,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,MSFT,S,2016-02-10,2016-03-01,Joint,"$1,001 - $15,000",20
?,"David A Perdue , Jr",Senate,PFE,S,2016-02-10,2016-03-01,Joint,"$1,001 - $15,000",20
?,"David A Perdue , Jr",Senate,LYV,P,2016-02-09,2016-03-01,Joint,"$1,001 - $15,000",21
?,"David A Perdue , Jr",Senate,HYH,P,2016-02-09,2016-03-01,Joint,"$1,001 - $15,000",21
?,"David A Perdue , Jr",Senate,MSFT,S,2016-02-09,2016-03-01,Joint,"$1,001 - $15,000",21
?,"David A Perdue , Jr",Senate,WMB,S,2016-02-08,2016-03-01,Joint,"$1,001 - $15,000",22
?,"David A Perdue , Jr",Senate,ETE,S,2016-02-08,2016-03-01,Joint,"$1,001 - $15,000",22
?,"David A Perdue , Jr",Senate,ORCL,P,2016-02-05,2016-03-01,Joint,"$1,001 - $15,000",25
?,"David A Perdue , Jr",Senate,FOXA,P,2016-02-05,2016-03-01,Joint,"$1,001 - $15,000",25
?,"David A Perdue , Jr",Senate,HYH,P,2016-02-05,2016-03-01,Joint,"$1,001 - $15,000",25
?,"David A Perdue , Jr",Senate,PFE,S,2016-02-05,2016-03-01,Joint,"$1,001 - $15,000",25
?,"David A Perdue , Jr",Senate,PKI,S,2016-02-04,2016-03-01,Joint,"$1,001 - $15,000",26
?,"David A Perdue , Jr",Senate,HYH,P,2016-02-04,2016-03-01,Joint,"$1,001 - $15,000",26
?,"David A Perdue , Jr",Senate,AAPL,P,2016-02-03,2016-03-01,Joint,"$1,001 - $15,000",27
?,"David A Perdue , Jr",Senate,MSFT,S,2016-02-03,2016-03-01,Joint,"$1,001 - $15,000",27
?,"David A Perdue , Jr",Senate,HYH,P,2016-02-03,2016-03-01,Joint,"$1,001 - $15,000",27
?,"David A Perdue , Jr",Senate,ADT,P,2016-02-02,2016-03-01,Joint,"$1,001 - $15,000",28
?,"David A Perdue , Jr",Senate,PFE,S,2016-02-02,2016-03-01,Joint,"$1,001 - $15,000",28
?,"David A Perdue , Jr",Senate,EPD,P,2016-02-01,2016-03-01,Joint,"$1,001 - $15,000",29
?,"David A Perdue , Jr",Senate,PKI,S,2016-02-01,2016-03-01,Joint,"$1,001 - $15,000",29
?,"David A Perdue , Jr",Senate,AAPL,P,2016-02-01,2016-03-01,Joint,"$1,001 - $15,000",29
?,"David A Perdue , Jr",Senate,PFE,S,2016-02-01,2016-03-01,Joint,"$1,001 - $15,000",29
D,John F Reed,Senate,CELG,P,2016-02-11,2016-02-29,Self,"$1,001 - $15,000",18
R,William Cassidy,Senate,COP,S,2016-02-09,2016-02-25,Spouse,"$1,001 - $15,000",16
R,William Cassidy,Senate,SLB,P,2016-02-09,2016-02-25,Spouse,"$1,001 - $15,000",16
D,Sheldon Whitehouse,Senate,FB,P,2016-01-28,2016-02-23,Joint,"$1,001 - $15,000",26
D,Sheldon Whitehouse,Senate,CP,S,2016-01-20,2016-02-23,Joint,"$15,001 - $50,000",34
D,Sheldon Whitehouse,Senate,CAT,S,2016-01-20,2016-02-23,Joint,"$15,001 - $50,000",34
D,Sheldon Whitehouse,Senate,BAC,P,2016-02-12,2016-02-23,Joint,"$1,001 - $15,000",11
D,Sheldon Whitehouse,Senate,NWL,P,2016-02-12,2016-02-23,Joint,"$1,001 - $15,000",11
D,Sheldon Whitehouse,Senate,FB,P,2016-02-16,2016-02-23,Joint,"$1,001 - $15,000",7
D,Sheldon Whitehouse,Senate,TWTR,P,2016-01-26,2016-02-23,Spouse,"$1,001 - $15,000",28
D,Sheldon Whitehouse,Senate,TWTR,P,2016-02-01,2016-02-23,Self,"$1,001 - $15,000",22
D,Sheldon Whitehouse,Senate,JPM,P,2016-01-20,2016-02-23,Self,"$1,001 - $15,000",34
D,Sheldon Whitehouse,Senate,IONS,S,2016-01-20,2016-02-23,Self,"$1,001 - $15,000",34
?,"Angus S King, Jr.",Senate,CB,E,2016-01-19,2016-02-17,Spouse,"$1,001 - $15,000",29
D,Gary C Peters,Senate,WPC,P,2016-01-26,2016-02-12,Self,"$1,001 - $15,000",17
D,Gary C Peters,Senate,NUE,P,2016-01-26,2016-02-12,Self,"$1,001 - $15,000",17
R,Patrick J Toomey,Senate,SPY,S,2016-02-11,2016-02-11,Joint,"$1,001 - $15,000",0
R,Patrick J Toomey,Senate,EEM,S,2015-12-30,2016-02-11,Joint,"$1,001 - $15,000",43
D,John F Reed,Senate,TBF,S,2016-01-29,2016-02-09,Joint,"$1,001 - $15,000",11
R,John Hoeven,Senate,MRK,P,2016-01-28,2016-02-08,Self,"$50,001 - $100,000",11
R,John Hoeven,Senate,AAPL,P,2016-01-28,2016-02-08,Self,"$50,001 - $100,000",11
R,John Hoeven,Senate,MCD,P,2016-02-03,2016-02-08,Self,"$50,001 - $100,000",5
R,Shelley M Capito,Senate,COP,S,2016-01-25,2016-02-08,Spouse,"$1,001 - $15,000",14
R,Shelley M Capito,Senate,NKE,P,2016-01-21,2016-02-08,Spouse,"$1,001 - $15,000",18
R,Shelley M Capito,Senate,CB,P,2016-01-21,2016-02-08,Spouse,"$1,001 - $15,000",18
R,James M Inhofe,Senate,GILD,P,2016-01-28,2016-02-03,Self,"$15,001 - $50,000",6
R,James M Inhofe,Senate,CLR,P,2016-01-08,2016-02-03,Self,"$50,001 - $100,000",26
R,James M Inhofe,Senate,ITC,S,2016-01-08,2016-02-03,Self,"$50,001 - $100,000",26
R,James M Inhofe,Senate,CHK,S,2016-01-08,2016-02-03,Self,"$15,001 - $50,000",26
R,Pat Roberts,Senate,GE,P,2016-01-20,2016-02-02,Spouse,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,PFE,S,2016-01-29,2016-02-02,Joint,"$1,001 - $15,000",4
?,"David A Perdue , Jr",Senate,WLK,P,2016-01-29,2016-02-02,Joint,"$1,001 - $15,000",4
?,"David A Perdue , Jr",Senate,LYV,P,2016-01-29,2016-02-02,Joint,"$1,001 - $15,000",4
?,"David A Perdue , Jr",Senate,WFM,P,2016-01-29,2016-02-02,Joint,"$1,001 - $15,000",4
?,"David A Perdue , Jr",Senate,PFE,S,2016-01-28,2016-02-02,Joint,"$1,001 - $15,000",5
?,"David A Perdue , Jr",Senate,AAPL,P,2016-01-28,2016-02-02,Joint,"$1,001 - $15,000",5
?,"David A Perdue , Jr",Senate,HYH,P,2016-01-28,2016-02-02,Joint,"$1,001 - $15,000",5
?,"David A Perdue , Jr",Senate,PFE,S,2016-01-27,2016-02-02,Joint,"$1,001 - $15,000",6
?,"David A Perdue , Jr",Senate,AAPL,P,2016-01-27,2016-02-02,Joint,"$15,001 - $50,000",6
?,"David A Perdue , Jr",Senate,MSFT,S,2016-01-27,2016-02-02,Joint,"$1,001 - $15,000",6
?,"David A Perdue , Jr",Senate,HYH,P,2016-01-26,2016-02-02,Joint,"$1,001 - $15,000",7
?,"David A Perdue , Jr",Senate,PFE,S,2016-01-25,2016-02-02,Joint,"$1,001 - $15,000",8
?,"David A Perdue , Jr",Senate,HYH,P,2016-01-25,2016-02-02,Joint,"$1,001 - $15,000",8
?,"David A Perdue , Jr",Senate,MSFT,S,2016-01-22,2016-02-02,Joint,"$1,001 - $15,000",11
?,"David A Perdue , Jr",Senate,HYH,P,2016-01-22,2016-02-02,Joint,"$1,001 - $15,000",11
?,"David A Perdue , Jr",Senate,PFE,S,2016-01-22,2016-02-02,Joint,"$1,001 - $15,000",11
?,"David A Perdue , Jr",Senate,HYH,P,2016-01-21,2016-02-02,Joint,"$1,001 - $15,000",12
?,"David A Perdue , Jr",Senate,GE,S,2016-01-21,2016-02-02,Joint,"$1,001 - $15,000",12
?,"David A Perdue , Jr",Senate,BAC,P,2016-01-20,2016-02-02,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,PG,P,2016-01-20,2016-02-02,Joint,"$15,001 - $50,000",13
?,"David A Perdue , Jr",Senate,MO,P,2016-01-20,2016-02-02,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,WMB,S,2016-01-20,2016-02-02,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,NKE,P,2016-01-20,2016-02-02,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,V,P,2016-01-20,2016-02-02,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,KHC,P,2016-01-20,2016-02-02,Joint,"$15,001 - $50,000",13
?,"David A Perdue , Jr",Senate,WFM,P,2016-01-20,2016-02-02,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,PFE,S,2016-01-20,2016-02-02,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,HYH,P,2016-01-20,2016-02-02,Joint,"$1,001 - $15,000",13
?,"David A Perdue , Jr",Senate,WLK,P,2016-01-15,2016-02-02,Joint,"$1,001 - $15,000",18
?,"David A Perdue , Jr",Senate,WFM,P,2016-01-15,2016-02-02,Joint,"$1,001 - $15,000",18
?,"David A Perdue , Jr",Senate,GE,S,2016-01-14,2016-02-02,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,PFE,S,2016-01-14,2016-02-02,Joint,"$1,001 - $15,000",19
?,"David A Perdue , Jr",Senate,KN,P,2016-01-13,2016-02-02,Joint,"$1,001 - $15,000",20
?,"David A Perdue , Jr",Senate,LYV,P,2016-01-13,2016-02-02,Joint,"$1,001 - $15,000",20
?,"David A Perdue , Jr",Senate,GE,S,2016-01-13,2016-02-02,Joint,"$1,001 - $15,000",20
?,"David A Perdue , Jr",Senate,PFE,S,2016-01-13,2016-02-02,Joint,"$1,001 - $15,000",20
D,Sheldon Whitehouse,Senate,LRCX,P,2015-12-22,2016-01-20,Joint,"$1,001 - $15,000",29
D,Sheldon Whitehouse,Senate,M,S,2015-12-28,2016-01-20,Joint,"$1,001 - $15,000",23
D,Sheldon Whitehouse,Senate,LMT,P,2016-01-06,2016-01-20,Joint,"$15,001 - $50,000",14
D,Sheldon Whitehouse,Senate,MSFT,P,2016-01-06,2016-01-20,Joint,"$1,001 - $15,000",14
D,Sheldon Whitehouse,Senate,GILD,P,2016-01-05,2016-01-20,Child,"$1,001 - $15,000",15
D,Sheldon Whitehouse,Senate,GME,S,2016-01-05,2016-01-20,Child,"$1,001 - $15,000",15
D,Sheldon Whitehouse,Senate,NVDA,P,2016-01-05,2016-01-20,Self,"$1,001 - $15,000",15
D,Sheldon Whitehouse,Senate,NVDA,P,2016-01-06,2016-01-20,Child,"$1,001 - $15,000",14
D,Sheldon Whitehouse,Senate,CSCO,P,2016-01-05,2016-01-20,Self,"$1,001 - $15,000",15
D,Sheldon Whitehouse,Senate,WMT,P,2016-01-05,2016-01-20,Self,"$1,001 - $15,000",15
D,Sheldon Whitehouse,Senate,VZ,P,2016-01-06,2016-01-20,Self,"$1,001 - $15,000",14
D,Sheldon Whitehouse,Senate,UA,P,2016-01-06,2016-01-20,Self,"$1,001 - $15,000",14
D,Sheldon Whitehouse,Senate,LLTC,P,2016-01-05,2016-01-20,Child,"$1,001 - $15,000",15
D,Sheldon Whitehouse,Senate,MRK,P,2016-01-14,2016-01-20,Self,"$1,001 - $15,000",6
D,Sheldon Whitehouse,Senate,NFLX,P,2016-01-05,2016-01-20,Child,"$1,001 - $15,000",15
?,"Angus S King, Jr.",Senate,KMI,S,2015-12-16,2016-01-19,Spouse,"$1,001 - $15,000",34
D,John F Reed,Senate,VWO,S,2015-12-29,2016-01-14,Joint,"$1,001 - $15,000",16
R,William Cassidy,Senate,INTC,S,2016-01-05,2016-01-12,Spouse,"$1,001 - $15,000",7
R,William Cassidy,Senate,CMI,P,2016-01-05,2016-01-12,Spouse,"$1,001 - $15,000",7
R,William Cassidy,Senate,AAPL,P,2016-01-05,2016-01-12,Spouse,"$1,001 - $15,000",7
R,John Hoeven,Senate,UA,P,2016-01-06,2016-01-12,Self,"$50,001 - $100,000",6
R,Patrick J Toomey,Senate,PFS,S,2015-08-07,2015-11-04,Joint,"$15,001 - $50,000",89
R,Patrick J Toomey,Senate,CVX,P,2015-08-07,2015-11-04,Joint,"$1,001 - $15,000",89
R,Patrick J Toomey,Senate,PFS,S,2015-08-10,2015-11-04,Joint,"$1,001 - $15,000",86
R,Patrick J Toomey,Senate,PFS,S,2015-08-31,2015-11-04,Joint,"$15,001 - $50,000",65
R,Patrick J Toomey,Senate,PFS,S,2015-09-17,2015-11-04,Joint,"$15,001 - $50,000",48
R,Patrick J Toomey,Senate,PFS,S,2015-09-18,2015-11-04,Joint,"$15,001 - $50,000",47
D,Gary C Peters,Senate,IVZ,P,2015-09-10,2015-09-28,Self,"$1,001 - $15,000",18
D,Gary C Peters,Senate,ABBV,P,2015-09-10,2015-09-28,Self,"$1,001 - $15,000",18
D,Gary C Peters,Senate,T,P,2015-09-10,2015-09-28,Self,"$1,001 - $15,000",18
D,Gary C Peters,Senate,PFE,P,2015-09-16,2015-09-28,Self,"$1,001 - $15,000",12
D,Gary C Peters,Senate,MMC,P,2015-09-16,2015-09-28,Self,"$1,001 - $15,000",12
D,Gary C Peters,Senate,UNP,P,2015-09-16,2015-09-28,Self,"$1,001 - $15,000",12
D,Gary C Peters,Senate,GM,P,2015-09-16,2015-09-28,Self,"$1,001 - $15,000",12
D,Sheldon Whitehouse,Senate,UTX,S,2015-09-18,2015-09-24,Child,"$15,001 - $50,000",6
D,Sheldon Whitehouse,Senate,M,P,2015-09-22,2015-09-24,Joint,"$1,001 - $15,000",2
D,Sheldon Whitehouse,Senate,RTN,P,2015-09-22,2015-09-24,Joint,"$15,001 - $50,000",2
